numID	code	name	numparam	paramtype1	base1	length1	description1	paramtype2	base2	length2	description2	paramtype3	base3	length3	description3	paramtype4	base4	length4	description4	attribute description	modcode1	modcode2	modcode3	modcode4	*eol
321		progressive_fire																							0
322		progressive_cold																							0
323		progressive_lightning																							0
324		item_extra_charges	1			6																			0
325		progressive_tohit																							0
326		poison_count																							0
327		damage_framerate																							0
328		pierce_idx																							0
329		passive_fire_mastery	1		-50	9																			0
330		passive_ltng_mastery	1		-50	9																			0
331		passive_cold_mastery	1		-50	9																			0
332		passive_pois_mastery	1		-50	9																			0
333		passive_fire_pierce	1			8																			0
334		passive_ltng_pierce	1			8																			0
335		passive_cold_pierce	1			8																			0
336		passive_pois_pierce	1			8																			0
337		passive_critical_strike	1			8																			0
338		passive_dodge	1			7																			0
339		passive_avoid	1			7																			0
340		passive_evade	1			7																			0
341		passive_warmth	1			8																			0
342		passive_mastery_melee_th	1			8																			0
343		passive_mastery_melee_dmg	1			8																			0
344		passive_mastery_melee_crit	1			8																			0
345		passive_mastery_throw_th	1			8																			0
346		passive_mastery_throw_dmg	1			8																			0
347		passive_mastery_throw_crit	1			8																			0
348		passive_weaponblock	1			8																			0
349		passive_summon_resist	1			8																			0
350		modifierlist_skill																							0
351		modifierlist_level																							0
352		last_sent_hp_pct																							0
353		source_unit_type																							0
354		source_unit_id																							0
355		shortparam1																							0
356		questitemdifficulty	1			2																			0
357		passive_mag_mastery	1		-50	9																			0
358		passive_mag_pierce	1			8																			0
